cycle,is_terminal,is_apical,appearance_month,ancestor_nature,ancestor_is_apical,id,parent_id
5,1,0,3,1,1,1233,1228
4,0,1,10,0,1,1234,993
4,0,1,12,0,1,1235,1234
4,1,0,2,0,1,1236,1235
4,1,1,2,0,1,1237,1235
5,1,0,3,0,1,1238,1234
5,1,0,3,0,1,1239,1234
5,1,0,3,0,1,1240,1234
5,1,0,3,0,1,1241,1235
5,1,0,3,2,1,1242,1237
5,1,0,3,2,1,1243,1237
5,1,0,3,2,1,1244,1237
5,1,0,3,2,1,1245,1237
5,1,0,3,2,1,1246,1237
5,1,0,3,2,0,1247,1236
5,1,0,3,2,0,1248,1236
5,1,0,3,2,0,1249,1236
5,1,0,3,2,0,1250,1236
4,0,1,10,0,1,1251,995
4,0,0,12,0,1,1252,1251
4,1,1,2,0,1,1253,1252
4,0,0,12,0,1,1254,1251
4,1,1,2,0,1,1255,1254
4,0,1,12,0,1,1256,1251
4,1,0,2,0,1,1257,1256
4,1,0,2,0,1,1258,1256
4,1,1,2,0,1,1259,1256
5,0,0,8,1,1,1260,1259
5,1,0,2,1,1,1261,1260
5,1,0,2,1,1,1262,1260
5,1,0,2,1,1,1263,1260
5,1,1,2,1,1,1264,1260
5,1,0,8,1,1,1265,1259
5,0,0,8,1,0,1266,1257
5,1,1,3,1,0,1267,1266
5,1,0,3,1,0,1268,1257
5,0,0,8,0,1,1269,1253
5,1,0,3,0,1,1270,1269
5,1,0,3,0,1,1271,1269
5,1,0,3,0,1,1272,1269
5,1,1,3,0,1,1273,1269
5,0,0,8,0,1,1274,1253
5,1,1,3,0,1,1275,1274
5,0,1,8,1,1,1276,1259
5,1,0,2,1,1,1277,1276
5,1,0,2,1,1,1278,1276
5,1,0,2,1,1,1279,1276
5,1,0,2,1,1,1280,1276
5,1,1,2,1,1,1281,1276
5,0,1,8,1,0,1282,1257
5,1,0,3,1,0,1283,1282
5,1,0,3,1,0,1284,1282
5,1,0,3,1,0,1285,1282
5,0,1,8,0,0,1286,1258
5,1,0,2,0,0,1287,1286
5,1,0,2,0,0,1288,1286
5,1,0,2,0,0,1289,1286
5,1,0,2,0,0,1290,1286
5,1,0,2,0,0,1291,1286
5,1,1,2,0,0,1292,1286
5,0,1,8,0,1,1293,1253
5,0,1,11,0,1,1294,1293
5,1,0,2,0,1,1295,1294
5,1,0,2,0,1,1296,1294
5,1,0,2,0,1,1297,1294
5,1,0,2,0,1,1298,1294
5,1,1,2,0,1,1299,1294
5,1,1,10,2,1,1300,1255
3,0,0,NA,NA,NA,1301,0
3,0,1,NA,NA,NA,1302,1301
3,1,0,NA,NA,NA,1303,1302
3,1,0,NA,NA,NA,1304,1302
3,0,0,NA,NA,NA,1305,1302
3,0,1,NA,NA,NA,1306,1305
3,1,0,NA,NA,NA,1307,1306
3,1,1,NA,NA,NA,1308,1306
3,0,0,NA,NA,NA,1309,1302
3,0,1,NA,NA,NA,1310,1309
3,1,1,NA,NA,NA,1311,1310
3,0,0,NA,NA,NA,1312,1302
3,0,1,NA,NA,NA,1313,1312
3,1,1,NA,NA,NA,1314,1313
3,0,1,NA,NA,NA,1315,1302
3,0,0,NA,NA,NA,1316,1315
3,1,1,NA,NA,NA,1317,1316
3,0,0,NA,NA,NA,1318,1315
3,1,1,NA,NA,NA,1319,1318
3,0,0,NA,NA,NA,1320,1315
3,1,1,NA,NA,NA,1321,1320
3,0,1,NA,NA,NA,1322,1315
3,1,0,NA,NA,NA,1323,1322
3,1,0,NA,NA,NA,1324,1322
3,1,0,NA,NA,NA,1325,1322
3,1,0,NA,NA,NA,1326,1322
3,1,1,NA,NA,NA,1327,1322
4,0,0,10,0,1,1328,1327
4,1,0,12,0,1,1329,1328
4,1,0,12,0,1,1330,1328
4,1,1,12,0,1,1331,1328
5,1,0,3,2,1,1332,1331
5,1,0,3,2,1,1333,1331
5,1,0,3,2,1,1334,1331
5,1,0,3,2,1,1335,1331
4,0,0,10,0,1,1336,1327
4,1,1,12,0,1,1337,1336
5,1,0,3,0,0,1338,1336
5,1,0,3,2,1,1339,1337
4,1,0,10,0,0,1340,1323
4,1,0,10,0,0,1341,1325
4,0,0,10,0,0,1342,1325
4,1,1,12,0,0,1343,1342
4,1,0,10,0,0,1344,1325
4,0,0,10,0,1,1345,1308
4,1,1,12,0,1,1346,1345
5,1,0,3,2,1,1347,1346
5,1,0,3,2,1,1348,1346
5,1,0,3,2,1,1349,1346
5,1,0,3,2,1,1350,1346
5,1,0,3,2,1,1351,1346
5,1,0,3,2,1,1352,1346
5,1,0,3,2,1,1353,1346
4,0,0,10,0,1,1354,1308
4,1,1,12,0,1,1355,1354
5,1,0,3,1,1,1356,1355
5,1,0,3,1,1,1357,1355
5,1,0,3,1,1,1358,1355
5,1,0,3,1,1,1359,1355
5,1,0,3,1,1,1360,1355
4,0,0,10,0,1,1361,1308
4,1,1,12,0,1,1362,1361
5,1,0,3,1,1,1363,1362
5,1,0,3,1,1,1364,1362
5,1,0,3,1,1,1365,1362
4,0,0,10,0,1,1366,1308
4,1,1,12,0,1,1367,1366
5,1,0,3,0,0,1368,1366
5,1,0,3,2,1,1369,1367
5,1,0,3,2,1,1370,1367
5,1,0,3,2,1,1371,1367
5,1,0,3,2,1,1372,1367
5,0,0,2,2,1,1373,1367
5,1,1,3,2,1,1374,1373
4,0,0,10,0,1,1375,1308
4,1,1,12,0,1,1376,1375
5,1,0,3,2,1,1377,1376
5,1,0,3,2,1,1378,1376
5,1,0,3,2,1,1379,1376
5,1,0,3,2,1,1380,1376
5,1,0,3,2,1,1381,1376
4,1,0,10,0,1,1382,1308
4,0,1,10,0,1,1383,1327
4,1,0,12,0,1,1384,1383
4,1,0,12,0,1,1385,1383
4,1,0,12,0,1,1386,1383
4,1,1,12,0,1,1387,1383
5,1,0,2,1,1,1388,1387
5,1,0,2,1,1,1389,1387
5,1,0,2,1,1,1390,1387
5,1,0,2,1,1,1391,1387
5,1,0,2,1,1,1392,1387
5,1,0,2,1,1,1393,1387
5,1,0,2,1,1,1394,1387
5,1,0,2,1,1,1395,1387
5,1,0,3,2,0,1396,1384
5,1,0,3,2,0,1397,1384
5,1,0,3,2,0,1398,1384
5,1,0,3,2,0,1399,1385
5,1,0,3,2,0,1400,1385
5,1,0,3,2,0,1401,1385
5,1,0,3,1,0,1402,1386
5,1,0,3,1,0,1403,1386
5,1,0,3,1,0,1404,1386
5,1,0,3,1,0,1405,1386
5,1,1,10,1,0,1406,1386
4,0,1,10,0,0,1407,1323
4,1,1,12,0,0,1408,1407
5,1,0,2,0,1,1409,1407
5,1,0,2,2,1,1410,1408
5,1,0,2,2,1,1411,1408
5,1,0,2,2,1,1412,1408
5,1,0,2,2,1,1413,1408
5,1,0,2,2,1,1414,1408
4,0,1,10,0,0,1415,1324
4,1,1,12,0,0,1416,1415
4,0,1,10,0,0,1417,1325
4,1,0,12,0,0,1418,1417
4,1,0,12,0,0,1419,1417
4,1,1,12,0,0,1420,1417
5,1,0,3,0,1,1421,1417
5,1,0,3,2,1,1422,1420
5,1,0,3,2,1,1423,1420
5,1,0,3,2,1,1424,1420
5,1,0,3,2,1,1425,1420
5,1,0,3,2,1,1426,1420
5,1,0,3,2,1,1427,1420
5,1,0,3,2,1,1428,1420
5,1,0,3,2,1,1429,1420
5,1,0,3,1,0,1430,1418
5,1,0,3,1,0,1431,1419
5,1,0,3,1,0,1432,1419
5,1,0,3,1,0,1433,1419
4,1,1,10,0,0,1434,1326
4,1,1,10,0,1,1435,1317
4,1,1,10,0,1,1436,1319
4,0,1,10,0,1,1437,1308
4,1,0,12,0,1,1438,1437
4,1,1,12,0,1,1439,1437
5,1,0,3,0,1,1440,1437
5,1,0,3,2,1,1441,1439
5,1,0,3,2,1,1442,1439
5,1,0,3,2,1,1443,1439
5,1,0,3,2,1,1444,1439
5,1,0,3,2,1,1445,1439
5,1,0,3,1,0,1446,1438
5,1,0,3,1,0,1447,1438
4,0,1,10,0,0,1448,1307
4,1,0,12,0,0,1449,1448
5,1,0,3,1,0,1450,1449
5,1,0,3,1,0,1451,1449
4,1,1,4,0,1,1452,1311
